,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Cluster
79688,1,18.0,5,81094.96,6594.913333333334,8.0,3.0,18.0,0.0,24.0,11.0,4.03,2.0,2,2.13,42.177064038016965,323.0,0,0.0,100.20573489766468,0,799.2855984356688,1
79689,2,18.0,5,81094.96,6594.913333333334,8.0,3.0,18.0,0.0,24.0,12.0,4.03,3.0,2,2.13,38.81754539006735,324.0,0,0.0,116.22717256503736,0,783.264160768296,1
79690,3,18.0,5,81094.96,6594.913333333334,8.0,3.0,18.0,0.0,21.0,16.0,4.03,3.0,2,2.13,40.195525821252495,325.0,0,0.0,137.2911513746595,0,762.2001819586739,1
79691,4,18.0,5,81094.96,6594.913333333334,8.0,3.0,18.0,0.0,24.0,10.0,4.03,3.0,2,2.13,30.483413325591336,326.0,0,0.0,214.078383399066,1,695.4129499342674,1
79692,5,18.0,5,81094.96,6594.913333333334,8.0,3.0,18.0,0.0,24.0,13.0,2.03,3.0,2,2.13,32.392604842127774,327.0,0,0.0,83.81954500424844,1,825.671788329085,1
79693,6,18.0,5,81094.96,6594.913333333334,8.0,3.0,18.0,0.0,25.0,13.0,4.03,3.0,2,2.13,32.25283308552089,326.0,0,0.0,132.60567232211477,0,766.8856610112185,1
79694,7,19.0,5,81094.96,6594.913333333334,8.0,3.0,18.0,0.0,24.0,15.0,4.03,3.0,2,2.13,39.26197661524396,329.0,0,0.0,60.02748287540429,0,839.4638504579291,1
79695,8,19.0,5,81094.96,6594.913333333334,9.0,4.0,18.0,0.0,24.0,13.0,4.03,793.0,2,2.13,33.47100818486845,330.0,0,0.0,168.4232290643813,1,741.0681042689522,1
79705,2,19.0,1,120539.8,8702.90223499023,6.0,4.0,10.0,0.0,27.0,10.0,1.95,1.0,2,318.21,44.55638811373656,251.0,0,0.0,304.03228354373726,2,961.1660497895964,1
79709,6,19.0,1,120539.8,8702.90223499023,6.0,4.0,10.0,0.0,27.0,10.0,2.95,1.0,2,318.21,35.68630906742929,255.0,0,0.0,363.0967411394464,1,892.1015921938872,1
79728,1,41.0,10,78860.2,6332.6833333333325,8.0,4.0,6.0,0.0,25.0,8.0,12.19,3.0,2,836.53,37.05510870684954,223.0,1,0.0,92.32004711856268,1,790.9482862147709,1
79729,2,41.0,10,78860.2,6332.6833333333325,8.0,4.0,6.0,0.0,25.0,8.0,12.19,3.0,2,836.53,29.364739089006672,224.0,0,0.0,187.76363764152555,4,725.5046956918079,1
79730,3,42.0,10,78860.2,6332.6833333333325,8.0,4.0,6.0,0.0,21.0,6.0,12.19,3.0,2,836.53,36.42900292984582,225.0,1,0.0,273.1836036444894,4,640.084729688844,1
79738,3,36.0,13,84292.18,7108.348333333332,3.0,1.0,8.0,2.0,7.0,7.0,3.5,4.0,1,434.36,40.48559840118656,399.0,0,77.70732093303225,75.7015523708008,0,797.4259600295003,1
79746,3,31.0,2,65278.92,5402.91,10.0,7.0,19.0,3.0,48.0,25.0,2.18,16.0,0,1367.57,35.371115061155024,214.0,1,145.6007000086789,268.7201111360904,1,560.6025470104348,1
79747,4,31.0,2,65278.92,5402.91,10.0,7.0,19.0,3.0,43.0,25.0,6.18,16.0,0,1367.57,39.9011964082655,215.0,1,145.6007000086789,91.71001151212528,1,552.9802884791959,1
79752,1,19.0,13,72690.14,6129.511666666666,4.0,5.0,18.0,4.0,28.0,13.0,14.91,1788.0,2,37.07,25.475372550961623,370.0,1,235.22967642286667,337.36478277301984,4,320.35670747078007,1
79754,3,19.0,13,72690.14,6129.511666666666,4.0,5.0,18.0,4.0,28.0,11.0,14.91,2.0,2,37.07,26.452067977428907,372.0,1,235.22967642286667,149.07655550610482,0,468.6449347376952,1
79755,4,19.0,13,72690.14,6129.511666666666,4.0,5.0,18.0,4.0,28.0,13.0,14.91,4.0,2,37.07,24.60330300329866,373.0,1,235.22967642286667,105.5200543153933,1,522.2014359284067,1
79764,5,32.0,8,73849.54,6250.128333333332,2.0,1.0,7.0,2.0,11.0,11.0,5.02,2.0,1,1484.51,26.72620254838327,332.0,0,120.84417296319788,405.29803089325065,2,358.87062947688486,1
79767,8,32.0,8,73849.54,6250.128333333332,2.0,1.0,7.0,2.0,14.0,14.0,5.02,4.0,1,1484.51,30.64818380543975,335.0,0,120.84417296319788,434.07845008605096,4,350.0902102840845,1
79792,1,33.0,8,89992.98,7659.415,8.0,4.0,15.0,0.0,17.0,10.0,7.16,1.0,2,739.86,38.9276529555813,358.0,1,0.0,81.97930194173496,0,923.9621980582652,1
79793,2,33.0,8,89992.98,7659.415,8.0,4.0,15.0,0.0,12.0,10.0,1.16,1.0,2,739.86,37.42603980353119,359.0,1,0.0,230.16298646672988,1,785.7785135332701,1
79794,3,33.0,8,89992.98,7659.415,8.0,4.0,15.0,0.0,15.0,8.0,7.16,1.0,2,739.86,37.93886965552761,360.0,1,0.0,264.8485529355024,1,751.0929470644977,1
79796,5,34.0,8,89992.98,7659.415,8.0,4.0,15.0,0.0,14.0,8.0,7.16,1.0,2,739.86,25.44538398533187,362.0,1,0.0,293.22151825232885,5,762.719981747671,1
79797,6,34.0,8,89992.98,7659.415,8.0,4.0,15.0,0.0,15.0,8.0,7.16,1.0,2,739.86,33.10673544864209,363.0,0,0.0,620.720317323147,4,425.221182676853,1
79799,8,34.0,8,89992.98,7659.415,8.0,4.0,15.0,0.0,15.0,10.0,7.16,6.0,2,739.86,36.51282621972005,365.0,1,0.0,70.72876723015375,0,935.2127327698464,1
79810,3,37.0,8,60770.22,4924.185,8.0,4.0,15.0,4.0,11.0,13.0,1.36,6.0,2,176.02,36.386528404138296,339.0,0,190.27457382842024,502.489621875097,5,89.65430429648285,1
79811,4,37.0,8,60770.22,4924.185,8.0,4.0,15.0,4.0,11.0,15.0,6.36,939.0,2,176.02,37.14286455230362,340.0,0,190.27457382842024,138.86063707831042,2,423.2832890932695,1
79813,6,38.0,8,60770.22,4924.185,8.0,4.0,15.0,4.0,11.0,15.0,8.36,6.0,2,176.02,34.53274796769073,342.0,0,190.27457382842024,145.5808129939432,1,406.56311317763664,1
79814,7,38.0,8,60770.22,4924.185,8.0,4.0,15.0,4.0,13.0,15.0,1.36,6.0,2,176.02,29.8115802883772,343.0,0,190.27457382842024,106.06683242441194,1,446.077093747168,1
79825,2,24.0,11,73446.68,6101.556666666666,3.0,7.0,10.0,1.0,9.0,3.0,10.01,3.0,1,685.36,36.41152941274351,359.0,0,32.023589805369504,307.6116716938705,2,530.5204051674266,1
79827,4,25.0,11,73446.68,6101.556666666666,3.0,7.0,10.0,1.0,14.0,0.0,10.01,3.0,1,685.36,29.00809495719677,361.0,0,32.023589805369504,203.91928061889527,2,634.2127962424019,1
79841,2,44.0,4,102261.27,8731.7725,3.0,5.0,13.0,1.0,12.0,8.0,6.77,0.0,2,1164.89,30.28840073781184,244.0,0,79.77979643791113,57.50870576827176,0,975.8887477938172,1
79844,5,45.0,4,102261.27,8731.7725,3.0,5.0,13.0,1.0,12.0,8.0,6.77,2.0,2,1164.89,38.13162107265752,247.0,0,79.77979643791113,110.42235427006564,0,861.1657265375392,1
79845,6,45.0,4,102261.27,8731.7725,3.0,5.0,13.0,1.0,12.0,8.0,6.77,2.0,2,1164.89,41.33618313213525,248.0,0,79.77979643791113,99.69394340575408,0,933.7035101563348,1
79846,7,45.0,4,102261.27,8731.7725,3.0,5.0,13.0,1.0,17.0,8.0,6.77,2.0,2,1164.89,32.52957991782843,249.0,0,79.77979643791113,222.14766191165515,0,811.2497916504336,1
79868,5,16.0,3,62203.08,5375.59,9.0,5.0,21.0,2.0,36.0,16.0,9.57,2498.0,2,2375.42,28.446713472395672,173.0,1,61.16764899158685,467.42952041491,5,298.9618305935033,1
79870,7,16.0,3,62203.08,5375.59,9.0,5.0,21.0,2.0,36.0,16.0,7.57,10.0,2,2375.42,32.88328652141912,175.0,0,61.16764899158685,205.4545856724966,1,520.9367653359167,1
79871,8,16.0,3,62203.08,5375.59,9.0,5.0,21.0,2.0,36.0,16.0,9.57,10.0,2,2375.42,28.12452411847792,176.0,1,61.16764899158685,301.44471156548235,3,444.9466394429309,1
79874,3,51.0,14,112400.24,9657.686666666666,7.0,7.0,19.0,4.0,22.0,18.0,18.63,4.0,2,57.91,31.51792926154299,387.0,1,203.5175635214429,531.4789991449078,2,490.772104000316,1
79876,5,51.0,14,112400.24,9657.686666666666,7.0,7.0,19.0,4.0,22.0,16.0,18.63,4.0,2,57.91,39.069950742414825,389.0,0,203.5175635214429,361.4644669271328,4,354.7933312268981,1
79877,6,51.0,14,112400.24,9657.686666666666,7.0,7.0,19.0,4.0,22.0,15.0,18.63,4.0,2,57.91,34.55188093702704,390.0,1,203.5175635214429,219.13973776609515,0,783.1113653791288,1
79879,8,51.0,14,112400.24,9657.686666666666,7.0,7.0,19.0,4.0,22.0,19.0,18.63,4.0,2,57.91,32.609402745672114,392.0,1,203.5175635214429,361.4644669271328,0,670.7866362180911,1
79898,3,27.0,13,86765.12,7492.426666666666,3.0,3.0,10.0,2.0,17.0,11.0,6.84,1.0,1,948.25,37.73515219673831,240.0,0,110.95613963602,581.937716937685,4,336.3488100929617,1
79899,4,27.0,13,86765.12,7492.426666666666,3.0,3.0,10.0,2.0,17.0,8.0,6.84,1.0,1,948.25,30.228609515956467,241.0,0,110.95613963602,191.93650483213275,0,686.3500221985139,1
79922,3,41.0,9,106550.19,8804.1825,4.0,7.0,16.0,3.0,21.0,14.0,9.739999999999998,0.0,2,401.46,29.220600389619044,299.0,0,185.49121105962817,219.1902429901176,0,715.7367959502544,1
79929,2,43.0,6,92807.49,7862.9575,1.0,6.0,9.0,2.0,15.0,8.0,9.78,0.0,1,1393.25,38.16361784789915,207.0,0,141.3666064593086,252.55356288730675,1,642.3755806533848,1
79933,6,44.0,6,92807.49,7862.9575,1.0,6.0,9.0,2.0,15.0,10.0,6.779999999999999,0.0,1,1393.25,30.653154902468465,211.0,0,141.3666064593086,76.37052609556301,0,808.5586174451283,1
79944,1,42.0,8,144962.44,11940.203333333331,7.0,6.0,8.0,3.0,15.0,13.0,8.22,0.0,2,1264.61,30.028804868038893,373.0,1,229.0478454248142,385.2627095585438,3,849.7097783499753,1
79947,4,42.0,8,144962.44,11940.203333333331,7.0,6.0,8.0,3.0,11.0,13.0,8.22,0.0,2,1264.61,30.725229216594467,376.0,1,229.0478454248142,490.0479927726616,1,724.9244951358577,1
79952,1,28.0,9,107633.88,9121.49,7.0,6.0,18.0,1.0,5.0,20.0,17.11,0.0,2,15.58,43.13903347014015,310.0,0,46.46856767094772,343.38762037082904,1,772.2928119582233,1
79958,7,28.0,9,107633.88,9121.49,7.0,6.0,18.0,1.0,5.0,20.0,18.11,5.0,2,15.58,35.35417786052175,316.0,1,46.46856767094772,200.5046168289677,1,915.1758155000844,1
79960,1,36.0,4,60255.9,5024.325,5.0,3.0,16.0,1.0,13.0,11.0,9.38,2.0,2,1364.56,31.44071673717584,239.0,1,27.48482458834447,270.3282684539501,1,464.6194069577056,1
79961,2,36.0,4,60255.9,5024.325,5.0,3.0,16.0,1.0,13.0,8.0,4.38,2.0,2,1364.56,27.675042894688897,240.0,1,27.48482458834447,183.1612810182634,1,541.7863943933921,1
79962,3,36.0,4,60255.9,5024.325,5.0,3.0,16.0,1.0,12.0,10.0,4.38,2.0,2,1364.56,27.02598657543588,241.0,1,27.48482458834447,113.18459853773535,1,611.7630768739203,1
79967,8,37.0,4,60255.9,5024.325,5.0,3.0,16.0,1.0,11.0,11.0,4.38,7.0,2,1364.56,38.31360425742273,246.0,1,27.48482458834447,158.63544170425942,1,566.3122337073962,1
79992,1,51.0,14,93589.48,7895.123333333332,6.0,7.0,16.0,3.0,19.0,15.0,9.92,1.0,2,425.51,41.39971301986119,365.0,0,200.7136063259232,401.3106006367033,2,447.4881263707069,1
79994,3,51.0,14,93589.48,7895.123333333332,6.0,7.0,16.0,3.0,24.0,17.0,9.92,1.0,2,425.51,33.924859258485895,367.0,0,200.7136063259232,10000.0,4,340.36389403135564,1
79997,6,52.0,14,93589.48,7895.123333333332,6.0,7.0,16.0,3.0,24.0,17.0,7.92,1.0,2,425.51,29.23245644867027,370.0,0,200.7136063259232,617.7620272288217,4,251.03669977858848,1
79998,7,52.0,14,93589.48,7895.123333333332,6.0,7.0,16.0,3.0,24.0,17.0,9.92,6.0,2,425.51,37.51499234001816,371.0,0,200.7136063259232,187.5526719897585,4,641.2460550176518,1
80046,7,46.0,2,68105.6,5636.466666666667,8.0,8.0,19.0,5.0,24.0,24.0,26.05,13.0,0,2867.7,40.32117309356693,29.0,1,279.08206906571314,318.1516978418984,3,236.41289975905528,1
80082,3,21.0,14,81998.84,6900.236666666668,7.0,6.0,28.0,6.0,30.0,15.0,28.08,12.0,0,3520.62,35.53167345763301,19.0,1,260.57083693176025,895.083956960156,5,171.66673181866767,1
80085,6,21.0,14,81998.84,6900.236666666668,7.0,6.0,28.0,6.0,30.0,17.0,28.08,2321.0,0,3520.62,31.348346310823697,21.0,1,260.57083693176025,637.7869589652436,1,588.9129242778853,1
80112,1,45.0,14,86617.16,7250.096666666667,8.0,4.0,6.0,3.0,16.0,20.0,10.26,4.0,2,718.53,36.464134260232136,292.0,0,141.3820546343075,429.7531229208431,0,759.3959039697244,1
80114,3,45.0,14,86617.16,7250.096666666667,8.0,4.0,6.0,3.0,16.0,19.0,16.259999999999998,4.0,2,718.53,31.86889708055432,294.0,0,141.3820546343075,477.40739652756486,4,386.22021550479445,1
80116,5,46.0,14,86617.16,7250.096666666667,8.0,4.0,6.0,3.0,17.0,20.0,10.26,4.0,2,718.53,37.13484698273496,296.0,0,141.3820546343075,194.31035755740868,1,639.3172544749507,1
80117,6,46.0,14,86617.16,7250.096666666667,8.0,4.0,6.0,3.0,16.0,20.0,10.26,4.0,2,718.53,27.864971307310647,297.0,0,141.3820546343075,382.0988493141214,5,491.528762718238,1
80128,1,40.0,8,106789.36,8673.113333333333,3.0,3.0,20.0,3.0,24.0,19.0,11.32,2.0,2,155.69,30.8344696322202,225.0,0,137.8283483107067,106.51244649982858,0,862.970538522798,1
80129,2,40.0,8,106789.36,8673.113333333333,3.0,3.0,20.0,3.0,24.0,19.0,11.32,2.0,2,155.69,31.05144847638723,226.0,0,137.8283483107067,540.7621221357491,2,448.7208628868775,1
80134,7,40.0,8,106789.36,8673.113333333333,3.0,3.0,20.0,3.0,27.0,19.0,11.32,2.0,2,155.69,27.308873170220128,231.0,0,137.8283483107067,118.31454368059894,1,861.1684413420278,1
80228,5,34.0,10,78156.39,6526.0325,5.0,7.0,8.0,4.0,9.0,20.0,11.34,4.0,1,884.79,32.41647850868602,291.0,0,154.79813836992918,210.99135916723168,3,556.8137524628393,1
80229,6,34.0,10,78156.39,6526.0325,5.0,7.0,8.0,4.0,9.0,20.0,6.34,4.0,1,884.79,22.92797356636101,292.0,0,154.79813836992918,10000.0,4,299.7070642375119,1
80346,3,19.0,6,91545.15,7344.7625,5.0,4.0,5.0,0.0,25.0,18.0,5.57,0.0,1,1330.89,35.853096248144546,334.0,0,0.0,241.0728530140192,1,743.4033969859809,1
80360,1,32.0,7,120017.12,9763.426666666666,3.0,4.0,10.0,1.0,18.0,17.0,6.94,0.0,2,945.27,31.765248244792428,325.0,1,67.08162192889819,162.66539967907448,1,996.595645058694,1
80361,2,32.0,7,120017.12,9763.426666666666,3.0,4.0,10.0,1.0,18.0,14.0,6.94,0.0,2,945.27,38.90267437551783,326.0,1,67.08162192889819,261.0844131200273,4,928.1766316177412,1
80362,3,32.0,7,120017.12,9763.426666666666,3.0,4.0,10.0,1.0,18.0,20.0,11.94,0.0,2,945.27,33.40943994696181,327.0,1,67.08162192889819,79.98853981117456,0,1069.272504926594,1
80468,5,39.0,14,126308.43,10523.7025,2.0,4.0,4.0,2.0,28.0,11.0,7.37,2.0,1,1314.09,35.93124728296115,336.0,0,129.40524354344586,86.60868783394217,0,1076.356318622612,1
80483,4,26.0,2,66755.64,5556.97,6.0,9.0,21.0,2.0,35.0,20.0,7.7,10.0,0,1349.83,33.37186262444636,132.0,1,73.23991176383934,148.8934959849665,1,583.5635922511941,1
80488,1,36.0,0,96027.16,7723.263333333332,7.0,3.0,15.0,0.0,20.0,21.0,-2.58,2.0,2,726.75,31.69141291248103,199.0,1,0.0,172.57425658928426,0,839.7520767440492,1
80489,2,36.0,0,96027.16,7723.263333333332,7.0,3.0,15.0,0.0,20.0,18.0,3.42,2.0,2,726.75,41.46285707848011,200.0,1,0.0,158.1495726548142,1,864.1767606785193,1
80494,7,37.0,0,96027.16,7723.263333333332,7.0,3.0,15.0,0.0,20.0,18.0,3.42,3.0,2,726.75,40.90978533017211,205.0,1,0.0,155.680337222059,0,856.6459961112744,1
80496,1,30.0,2,125285.32,10508.443333333336,8.0,3.0,19.0,2.0,24.0,9.0,11.85,4.0,2,1356.23,36.17339946158117,131.0,1,135.33399250836,85.4471434357463,0,1070.0631973892273,1
80498,3,31.0,2,125285.32,10508.443333333336,8.0,3.0,19.0,2.0,24.0,12.0,7.85,4.0,2,1356.23,33.049864898643825,133.0,0,135.33399250836,106.35263089223368,0,1049.1577099327396,1
80540,5,34.0,9,69956.92,5530.743333333333,6.0,6.0,23.0,5.0,29.0,24.0,16.89,11.0,0,2338.26,38.79638303238761,202.0,1,152.88801626517255,748.1593129364733,5,395.0756413447554,1
80570,3,46.0,4,83192.64,7106.72,3.0,6.0,7.0,2.0,20.0,20.0,0.61,0.0,1,277.75,26.750940872056034,274.0,0,80.37773215059222,267.2914535103273,1,613.0028143390805,1
80571,4,46.0,4,83192.64,7106.72,3.0,6.0,7.0,2.0,20.0,19.0,0.61,0.0,1,277.75,25.36036193551105,272.0,0,80.37773215059222,168.21154566465066,0,702.0827221847571,1
80593,2,36.0,1,121256.4,9452.195882663382,4.0,4.0,19.0,2.0,14.0,19.0,4.92,2.0,2,1012.93,33.511842451739646,369.0,0,201.7664879504814,387.7742553687141,0,648.6292566808045,1
80594,3,36.0,1,121256.4,9452.195882663382,4.0,4.0,19.0,2.0,14.0,19.0,4.92,2.0,2,1012.93,39.24761873675946,370.0,0,201.7664879504814,968.4543029574096,5,107.94920909210896,1
80596,5,37.0,1,121256.4,9881.7,4.0,4.0,19.0,2.0,17.0,19.0,4.92,7.0,2,1012.93,33.923422451867026,372.0,0,201.7664879504814,804.8959311304802,4,261.5075809190382,1
80597,6,37.0,1,121256.4,9881.7,4.0,4.0,19.0,2.0,14.0,19.0,1.92,7.0,2,1012.93,23.5982089494375,373.0,0,201.7664879504814,738.3431114083287,0,318.06040064118974,1
80632,1,21.0,4,60381.32,5154.776666666667,4.0,3.0,15.0,4.0,26.0,13.0,10.72,4.0,2,1311.32,21.984370378609952,196.0,1,170.26378350824717,596.6020896471957,5,38.61179351122365,1
80633,2,21.0,4,60381.32,5154.776666666667,4.0,3.0,15.0,4.0,26.0,13.0,10.72,4.0,2,1311.32,27.570244212276567,197.0,1,170.26378350824717,119.42978612791644,1,475.7840970305032,1
80634,3,21.0,4,60381.32,5154.776666666667,4.0,3.0,15.0,4.0,31.0,3370.0,10.72,4.0,2,1311.32,31.11250440556303,198.0,1,170.26378350824717,133.88831873265914,3,481.3255644257603,1
80635,4,21.0,4,60381.32,5154.776666666667,4.0,3.0,15.0,4.0,26.0,13.0,10.72,4.0,2,1311.32,38.73777920491524,199.0,1,170.26378350824717,194.55021092775056,3,361.2561190539346,1
80636,5,21.0,4,60381.32,5154.776666666667,4.0,3.0,15.0,4.0,26.0,14.0,10.72,4.0,2,1311.32,29.166582209408627,200.0,1,170.26378350824717,376.8924281791335,1,258.321454979286,1
80637,6,21.0,4,60381.32,5154.776666666667,4.0,3.0,15.0,4.0,26.0,13.0,10.72,4.0,2,1311.32,28.50452635521253,201.0,1,170.26378350824717,194.55021092775056,1,400.6636722306689,1
80689,2,29.0,4,71290.06,6199.838333333332,8.0,3.0,17.0,0.0,9.0,15.0,7.26,8.0,2,1314.99,34.600007853314345,215.0,1,0.0,220.9637995562233,1,649.02003377711,1
80691,4,29.0,4,71290.06,6199.838333333332,8.0,3.0,17.0,0.0,5.0,15.0,7.26,8.0,2,1314.99,36.87703905635557,217.0,0,0.0,290.8295918949114,4,609.1542414384219,1
80692,5,29.0,4,71290.06,6199.838333333332,8.0,3.0,17.0,0.0,5.0,15.0,3.26,8.0,2,1314.99,38.16493366931234,218.0,1,0.0,60.67401022622767,0,799.3098231071057,1
80693,6,29.0,4,71290.06,6199.838333333332,8.0,3.0,17.0,0.0,5.0,12.0,7.26,8.0,2,1314.99,35.45681852121996,219.0,1,0.0,308.5190889891818,4,591.4647443441515,1
80694,7,29.0,4,71290.06,6199.838333333332,8.0,3.0,17.0,0.0,5.0,15.0,7.26,8.0,2,1314.99,32.060430059313376,220.0,1,0.0,339.1065334686449,5,570.8772998646882,1
80695,8,29.0,4,71290.06,6199.838333333332,8.0,3.0,17.0,0.0,5.0,15.0,7.26,8.0,2,1314.99,36.08104036279918,221.0,1,0.0,78.04659894721972,1,791.9372343861136,1
80706,3,36.0,12,117116.32,9821.693333333336,1.0,2.0,12.0,3.0,3.0,9.0,6.63,3.0,1,987.98,31.608437960981053,237.0,0,226.91600653294017,1073.1907496651452,5,709.2300428301764,1
80731,4,53.0,3,91965.39,7877.7825,4.0,2.0,7.0,3.0,0.0,0.0,2.11,5.0,1,188.21,38.205360201024405,324.0,0,210.9546515462873,377.7446644902713,3,469.0789339634416,1
80737,2,51.0,7,136738.56,11324.88,0.0,6.0,11.0,0.0,17.0,13.0,5.14,0.0,1,482.99,35.551707135856894,300.0,0,0.0,746.6731051107142,4,665.8148948892857,1
80738,3,51.0,7,136738.56,11324.88,0.0,6.0,11.0,0.0,14.0,11.0,5.14,0.0,1,482.99,36.948216042467386,301.0,0,0.0,215.4220097488863,4,1167.0659902511138,1
80741,6,51.0,7,136738.56,11324.88,0.0,6.0,11.0,0.0,14.0,10.0,1.1399999999999997,0.0,1,482.99,38.45971599631468,304.0,0,0.0,382.6638416782195,4,1029.8241583217805,1
80742,7,51.0,7,136738.56,11324.88,0.0,6.0,11.0,0.0,14.0,10.0,4.14,0.0,1,482.99,43.860768427670266,303.0,0,0.0,209.11723980539043,2,1183.3707601946096,1
80743,8,51.0,7,136738.56,11324.88,0.0,6.0,11.0,0.0,14.0,10.0,3.14,4.0,1,482.99,37.36777204446808,306.0,0,0.0,1007.1437140348846,4,405.3442859651154,1
80767,8,34.0,1,60574.48,5338.873333333334,6.0,10.0,24.0,2.0,26.0,12.0,7.41,11.0,2,1304.08,32.29850640682084,93.0,1,94.27304419553396,404.2744905873112,5,325.3397985504883,1
80856,1,48.0,3,140606.8,11876.233333333332,6.0,6.0,7.0,1.0,7.0,12.0,7.39,0.0,2,489.29,30.918580586083287,199.0,0,90.9175295307696,288.454113613766,2,1068.2516901887975,1
80857,2,48.0,3,140606.8,11876.233333333332,6.0,6.0,7.0,1.0,7.0,11.0,7.39,0.0,2,489.29,37.1988235139755,198.0,0,90.9175295307696,95.65732372317534,0,1241.0484800793884,1
80873,2,20.0,1,81609.78,7084.815,5.0,4.0,2.0,3.0,3.0,3.0,6.94,2.0,1,102.02,35.506290027316545,244.0,0,134.26010338575497,281.5952705498926,5,594.4626964906382,1
80880,1,32.0,11,63563.88,5272.99,8.0,7.0,17.0,7.0,6.0,19.0,18.45,8.0,2,2624.3,29.062319762909727,163.0,1,312.57942404207574,163.8229077252637,2,163.2753306720826,1
80896,1,20.0,8,86584.74,7228.395,5.0,5.0,9.0,3.0,9.0,11.0,7.93,0.0,1,19.36,30.105651304248497,212.0,0,203.6098233190721,141.4345481067116,0,617.7951285742163,1
80937,2,38.0,10,107991.54,8763.295,1.0,3.0,1.0,1.0,7.0,9.0,7.4,4.0,1,1163.93,31.3448857585175,381.0,0,68.64103884295949,654.1750528822657,4,433.5134082747748,1
80938,3,38.0,10,107991.54,8763.295,1.0,3.0,1.0,1.0,3.0,13.0,0.4000000000000004,4.0,1,1163.93,30.89755923303555,384.0,0,68.64103884295949,241.1229913076268,2,826.5654698494137,1
80940,5,39.0,10,107991.54,8763.295,1.0,3.0,1.0,1.0,6.0,11.0,7.4,4.0,1,1163.93,25.46474810415477,384.0,0,68.64103884295949,231.7494804469717,3,845.9389807100688,1
80943,8,39.0,10,107991.54,8763.295,1.0,3.0,1.0,1.0,3.0,8.0,2.4000000000000004,4.0,1,1163.93,42.43479325634086,387.0,0,68.64103884295949,65.48515410494971,0,982.2033070520908,1
80960,1,30.0,2,73052.94,5909.745,4.0,4.0,14.0,2.0,25.0,11.0,2.93,3.0,2,583.73,35.02552549544547,313.0,1,64.60393728610639,308.5895932313092,4,497.7809694825844,1
80961,2,30.0,2,73052.94,5909.745,4.0,4.0,14.0,2.0,25.0,8.0,1.93,3.0,2,583.73,30.62776554756115,314.0,1,64.60393728610639,99.41480706386145,0,666.9557556500323,1
80962,3,30.0,2,73052.94,5909.745,4.0,4.0,14.0,2.0,25.0,10.0,1.93,3.0,2,583.73,32.969124798349306,315.0,0,64.60393728610639,10000.0,5,509.83945580754914,1
80964,5,30.0,2,73052.94,5909.745,4.0,4.0,14.0,2.0,25.0,10.0,1.93,3.0,2,583.73,31.355624468867624,317.0,0,64.60393728610639,314.8476809195176,5,501.5228817943761,1
80965,6,30.0,2,73052.94,5909.745,4.0,4.0,14.0,2.0,25.0,10.0,1.93,3.0,2,583.73,28.870496043845343,318.0,1,64.60393728610639,239.6062150520787,5,546.7643476618149,1
80966,7,30.0,2,73052.94,5909.745,4.0,4.0,14.0,2.0,25.0,10.0,1.93,3.0,2,583.73,24.62417968412439,319.0,1,64.60393728610639,247.68614384026336,3,548.6844188736302,1
80984,1,43.0,2,132387.52,10844.293333333331,3.0,5.0,5.0,2.0,2.0,10.0,8.95,2.0,1,361.08,39.372833539111774,356.0,0,145.65075809723578,378.3726904397992,4,840.4058847962982,1
80986,3,43.0,2,132387.52,10844.293333333331,3.0,5.0,5.0,2.0,2.0,10.0,11.95,2.0,1,361.08,31.20307279890035,353.0,0,145.65075809723578,379.0392946270313,1,809.7392806090662,1
80989,6,43.0,2,132387.52,10844.293333333331,3.0,5.0,5.0,2.0,2.0,10.0,14.95,2307.0,1,361.08,38.22503171053986,356.0,0,145.65075809723578,408.08144054613314,1,780.6971346899644,1
81090,3,34.0,1,144497.44,11813.453333333331,6.0,6.0,16.0,3.0,8.0,20.0,3.67,4.0,2,50.13,30.110090800197927,306.0,0,192.62850630044025,792.3505290077724,5,486.3662980251208,1
81137,2,45.0,10,72034.86,5780.905,5.0,6.0,13.0,0.0,19.0,18.0,12.76,3.0,2,1030.69,31.31377479461205,359.0,1,0.0,241.31627247297573,4,616.7742275270242,1
81141,6,46.0,10,72034.86,5780.905,5.0,6.0,13.0,0.0,19.0,18.0,13.76,4.0,2,1030.69,27.65290677229597,363.0,0,0.0,348.78068955587224,2,489.30981044412783,1
81142,7,46.0,10,72034.86,5780.905,5.0,6.0,13.0,0.0,19.0,18.0,13.76,4.0,2,1030.69,32.8151829832556,364.0,1,0.0,390.9432045707333,2,447.14729542926665,1
81144,1,28.0,1,91561.26,7708.105,4.0,5.0,7.0,0.0,27.0,19.0,13.6,4.0,2,130.3,35.02215583621311,362.0,1,0.0,215.70403536981075,1,805.1064646301892,1
81145,2,28.0,1,91561.26,7708.105,4.0,5.0,7.0,0.0,24.0,18.0,19.6,4.0,2,130.3,28.72296502341161,363.0,1,0.0,228.84485487694943,3,811.9656451230505,1
